Country,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,New_Recovered,Active_Cases,Serious_Critical,Tot_Cases/1M_pop,Deaths/1M_pop,Total_Tests,Tests/1M_pop,Population,Region,Day
Guatemala,221307,1518.0,7395,21.0,195802,838.0,18110,5.0,12171,407.0,1219088,67043,18183565,North America,24-04-2021
Armenia,212878,764.0,4001,17.0,193360,1079.0,15517,0.0,71730,1348.0,960067,323500,2967749,Asia,24-04-2021
Honduras,205696,868.0,5095,48.0,77531,100.0,123070,578.0,20504,508.0,602430,60050,10032126,North America,24-04-2021
Qatar,201496,718.0,418,5.0,179974,1513.0,21104,435.0,71763,149.0,1875805,668068,2807805,Asia,24-04-2021
Venezuela,190523,1142.0,2028,19.0,173097,1062.0,15398,293.0,6716,71.0,3359014,118399,28370293,South America,24-04-2021
Uruguay,182326,2789.0,2283,56.0,151669,3108.0,28374,519.0,52340,655.0,1720603,493927,3483519,South America,24-04-2021
Bahrain,170335,1081.0,620,3.0,159198,1065.0,10517,99.0,97385,354.0,3997605,2285538,1749087,Asia,24-04-2021
Nigeria,164684,51.0,2061,0.0,154687,44.0,7936,11.0,783,10.0,1870915,8898,210260754,Africa,24-04-2021
Kenya,156318,1153.0,2603,20.0,106093,0.0,47622,236.0,2856,48.0,1631699,29815,54727751,Africa,24-04-2021
North Macedonia,150274,564.0,4650,22.0,128496,1357.0,17128,124.0,72133,2232.0,703569,337718,2083304,Europe,24-04-2021
Myanmar,142704,17.0,3206,0.0,131925,4.0,7573,0.0,2609,59.0,2565007,46887,54706074,Asia,24-04-2021
Albania,130409,139.0,2372,5.0,105016,738.0,23021,18.0,45356,825.0,619922,215607,2875238,Europe,24-04-2021
Algeria,120736,174.0,3198,8.0,84167,129.0,33371,19.0,2714,72.0,230861,5189,44491487,Africa,24-04-2021
Estonia,120000,390.0,1137,11.0,107298,1043.0,11565,61.0,90412,857.0,1259354,948837,1327261,Europe,24-04-2021
S. Korea,118243,785.0,1812,1.0,107781,710.0,8650,136.0,2305,35.0,8632923,168266,51305094,Asia,24-04-2021
Latvia,114955,711.0,2101,7.0,103953,0.0,8901,74.0,61501,1124.0,2210403,1182561,1869166,Europe,24-04-2021
Norway,110390,329.0,736,0.0,88952,0.0,20702,36.0,20234,135.0,5084200,931913,5455660,Europe,24-04-2021
Sri Lanka,100586,895.0,638,0.0,94155,119.0,5793,0.0,4681,30.0,2374627,110519,21486239,Asia,24-04-2021
Cuba,100318,1110.0,581,12.0,93948,988.0,5789,66.0,8861,51.0,3495722,308782,11320987,North America,24-04-2021
Montenegro,96499,151.0,1463,6.0,92377,235.0,2659,69.0,153629,2329.0,368139,586086,628131,Europe,24-04-2021
Kyrgyzstan,93603,325.0,1578,5.0,87880,163.0,4145,25.0,14158,239.0,959162,145079,6611308,Asia,24-04-2021
Zambia,91317,66.0,1245,0.0,89403,147.0,669,45.0,4858,66.0,1375608,73176,18798701,Africa,24-04-2021
Uzbekistan,88679,399.0,642,1.0,85536,304.0,2501,23.0,2619,19.0,1377915,40692,33862069,Asia,24-04-2021
Finland,85607,263.0,903,0.0,46000,0.0,38704,31.0,15431,163.0,4380100,789531,5547723,Europe,24-04-2021
Mozambique,69643,46.0,807,1.0,62452,44.0,6384,43.0,2179,25.0,511476,16003,31960832,Africa,24-04-2021
El Salvador,68468,150.0,2098,5.0,64405,65.0,1965,33.0,10513,322.0,902426,138562,6512803,North America,24-04-2021
Cyprus,61576,895.0,298,1.0,39061,0.0,22217,70.0,50701,245.0,4622694,3806262,1214497,Asia,24-04-2021
Singapore,60966,23.0,30,0.0,60629,16.0,307,1.0,10355,5.0,9278789,1575962,5887699,Asia,24-04-2021
Afghanistan,58847,114.0,2582,10.0,52392,29.0,3873,1124.0,1485,65.0,393452,9927,39636165,Asia,24-04-2021
Thailand,53022,2839.0,129,8.0,30566,377.0,22327,1.0,758,2.0,8124896,116165,69942444,Asia,24-04-2021
Namibia,47671,288.0,624,2.0,45334,56.0,1713,36.0,18491,242.0,380088,147428,2578122,Africa,24-04-2021
Ivory Coast,45820,55.0,281,2.0,45343,32.0,196,0.0,1703,10.0,573182,21304,26905163,Africa,24-04-2021
Jamaica,44867,225.0,756,4.0,20391,116.0,23720,26.0,15098,254.0,323381,108821,2971674,North America,24-04-2021
Senegal,40082,60.0,1099,2.0,38815,29.0,168,9.0,2344,64.0,472132,27611,17099611,Africa,24-04-2021
Zimbabwe,38064,19.0,1556,0.0,35101,7.0,1407,12.0,2531,103.0,404405,26892,15038159,Africa,24-04-2021
Madagascar,35262,487.0,593,5.0,28132,486.0,6537,406.0,1248,21.0,175418,6206,28265015,Africa,24-04-2021
Malawi,34011,14.0,1147,1.0,31899,23.0,965,15.0,1742,59.0,230117,11784,19528511,Africa,24-04-2021
Malta,30149,20.0,412,0.0,29261,57.0,476,0.0,68133,931.0,856718,1936090,442499,Europe,24-04-2021
Australia,29656,30.0,910,0.0,26470,9.0,2276,0.0,1152,35.0,16554933,643165,25739779,Australia/Oceania,24-04-2021
DRC,29498,93.0,756,4.0,26156,21.0,2586,0.0,321,8.0,146905,1601,91752635,Africa,24-04-2021
Mongolia,29219,1263.0,74,5.0,14745,487.0,14400,64.0,8798,22.0,2629906,791897,3321022,Asia,24-04-2021
Maldives,27621,218.0,71,0.0,24234,118.0,3316,90.0,50381,130.0,705374,1286604,548245,Asia,24-04-2021
Angola,25492,213.0,577,3.0,23092,3.0,1823,24.0,757,17.0,449666,13348,33688788,Africa,24-04-2021
Rwanda,24535,76.0,328,0.0,22866,170.0,1341,6.0,1857,25.0,1284779,97249,13211198,Africa,24-04-2021
Cabo Verde,22094,310.0,201,0.0,19109,150.0,2784,23.0,39391,358.0,143700,256202,560885,Africa,24-04-2021
Syria,21999,135.0,1526,16.0,15731,180.0,4742,0.0,1233,86.0,103566,5804,17843646,Asia,24-04-2021
Guinea,21885,82.0,140,1.0,19194,87.0,2551,24.0,1631,10.0,425451,31703,13419855,Africa,24-04-2021
French Polynesia,18734,9.0,141,0.0,4842,0.0,13751,4.0,66379,500.0,26355,93382,282227,Australia/Oceania,24-04-2021
Eswatini,18440,6.0,671,0.0,17737,7.0,32,3.0,15762,574.0,181570,155200,1169908,Africa,24-04-2021
Mauritania,18240,33.0,454,0.0,17570,10.0,216,14.0,3841,96.0,227730,47962,4748180,Africa,24-04-2021
Mali,13560,56.0,462,2.0,7989,185.0,5109,0.0,654,22.0,248587,11997,20720546,Africa,24-04-2021
Andorra,13024,17.0,124,1.0,12458,35.0,442,24.0,168343,1603.0,193595,2502327,77366,Europe,24-04-2021
Togo,12787,45.0,121,0.0,10699,85.0,1967,0.0,1516,14.0,305687,36239,8435318,Africa,24-04-2021
Guyana,12600,152.0,279,2.0,10702,83.0,1619,16.0,15957,353.0,116046,146961,789637,South America,24-04-2021
Curaçao,12087,29.0,103,1.0,10494,203.0,1490,22.0,73415,626.0,91244,554206,164639,North America,24-04-2021
Hong Kong,11731,3.0,209,0.0,11340,15.0,182,3.0,1555,28.0,11193673,1483321,7546360,Asia,24-04-2021
Djibouti,10746,8.0,132,0.0,10261,54.0,353,0.0,10750,132.0,146903,146956,999637,Africa,24-04-2021
Papua New Guinea,10602,264.0,102,3.0,8301,937.0,2199,0.0,1167,11.0,82516,9084,9084053,Australia/Oceania,24-04-2021
Aruba,10522,17.0,98,1.0,10121,52.0,303,14.0,98213,915.0,144565,1349372,107135,North America,24-04-2021
Suriname,9996,64.0,195,2.0,9052,50.0,749,17.0,16917,330.0,49079,83058,590898,South America,24-04-2021
Trinidad and Tobago,9487,104.0,157,0.0,8092,27.0,1238,8.0,6761,112.0,123913,88309,1403173,North America,24-04-2021
Cambodia,9359,511.0,71,10.0,3210,62.0,6078,0.0,554,4.0,864685,51145,16906416,Asia,24-04-2021
Yemen,6105,49.0,1175,10.0,2486,32.0,2444,23.0,201,39.0,22934,755,30356421,Asia,24-04-2021
Gambia,5857,37.0,173,0.0,5284,12.0,400,3.0,2370,70.0,62356,25231,2471358,Africa,24-04-2021
Niger,5158,15.0,191,0.0,4831,19.0,136,18.0,207,8.0,97154,3900,24910111,Africa,24-04-2021
Chad,4752,5.0,169,0.0,4384,2.0,199,0.0,283,10.0,111158,6614,16805445,Africa,24-04-2021
Gibraltar,4283,0.0,94,0.0,4183,10.0,6,1.0,127156,2791.0,230363,6839147,33683,Europe,24-04-2021
Guinea-Bissau,3724,2.0,67,1.0,3237,15.0,420,9.0,1857,33.0,62741,31284,2005537,Africa,24-04-2021
Liechtenstein,2866,11.0,57,0.0,2724,0.0,85,7.0,74993,1491.0,32252,843918,38217,Europe,24-04-2021
Monaco,2429,3.0,31,0.0,2327,10.0,71,1.0,61544,785.0,51953,1316332,39468,Europe,24-04-2021
Turks and Caicos,2376,1.0,17,0.0,2326,0.0,33,2.0,60704,434.0,48488,1238803,39141,North America,24-04-2021
Bermuda,2315,31.0,23,0.0,1572,93.0,720,31.0,37285,370.0,232332,3741859,62090,North America,24-04-2021
Sao Tome and Principe,2297,5.0,35,0.0,2234,7.0,28,0.0,10326,157.0,12597,56628,222450,Africa,24-04-2021
Sint Maarten,2215,1.0,27,0.0,2175,1.0,13,1.0,51189,624.0,26322,608306,43271,North America,24-04-2021
Antigua and Barbuda,1227,5.0,31,0.0,1002,7.0,194,4.0,12446,314.0,16493,167294,98587,North America,24-04-2021
Mauritius,1206,1.0,16,0.0,1029,33.0,161,0.0,947,13.0,358675,281648,1273485,Africa,24-04-2021
Taiwan,1097,7.0,12,1.0,1045,1.0,40,0.0,46,0.5,513203,21516,23851847,Asia,24-04-2021
Bhutan,1018,10.0,1,0.0,927,1.0,90,0.0,1308,1.0,688088,883865,778499,Asia,24-04-2021
China,90588,13.0,4636,0.0,85644,10.0,308,4.0,63,3.0,160000000,111163,1439323776,Asia,25-04-2021
USA,32827589,42098.0,586156,273.0,25381871,40878.0,6859562,9913.0,98703,1762.0,439668878,1321953,332590277,North America,25-04-2021
India,17306300,354531.0,195116,2806.0,14296640,218559.0,2814544,8944.0,12441,140.0,277918810,199785,1391086597,Asia,25-04-2021
Brazil,14340787,32572.0,390925,1316.0,12809169,42397.0,1140693,8318.0,67077,1829.0,43538104,203644,213794778,South America,25-04-2021
France,5498044,24465.0,102858,145.0,4363243,41652.0,1031943,5978.0,84079,1573.0,74505035,1139364,65391794,Europe,25-04-2021
Russia,4762569,8780.0,108232,332.0,4388008,7540.0,266329,2300.0,32624,741.0,127800000,875428,145985737,Europe,25-04-2021
Turkey,4629969,38553.0,38358,347.0,4073644,51236.0,517967,3590.0,54419,451.0,45884258,539307,85080099,Asia,25-04-2021
UK,4404882,1712.0,127428,11.0,4193828,4674.0,83626,243.0,64609,1869.0,150088350,2201427,68177756,Europe,25-04-2021
Italy,3962670,13154.0,119238,217.0,3382224,13176.0,461208,2862.0,65619,1975.0,57126017,945968,60388934,Europe,25-04-2021
Spain,3481969,7949.0,77689,49.0,3177635,7537.0,226645,2297.0,74449,1661.0,44374223,948783,46769617,Europe,25-04-2021
Germany,3298201,12014.0,82237,43.0,2893900,11600.0,322064,5049.0,39263,979.0,54061332,643562,84003266,Europe,25-04-2021
Argentina,2860884,15012.0,61644,170.0,2518167,21890.0,281073,4942.0,62829,1354.0,10733477,235721,45534608,South America,25-04-2021
Colombia,2774464,17190.0,71351,465.0,2588204,14547.0,114909,5645.0,54056,1390.0,14398609,280534,51325750,South America,25-04-2021
Poland,2758872,7235.0,65415,193.0,2439412,16753.0,254045,3185.0,72962,1730.0,13901801,367650,37812630,Europe,25-04-2021
Iran,2396204,19165.0,69574,454.0,1877517,14112.0,449113,5206.0,28234,820.0,15195766,179047,84870123,Asia,25-04-2021
Mexico,2326738,3308.0,214853,349.0,1848177,3169.0,263708,4798.0,17893,1652.0,6531935,50231,130038953,North America,25-04-2021
Ukraine,2025271,7930.0,42323,231.0,1572528,6574.0,410420,177.0,46539,973.0,9240911,212347,43518051,Europe,25-04-2021
Peru,1761575,7425.0,59724,284.0,1688091,8992.0,13760,2618.0,52826,1791.0,10862019,325732,33346450,South America,25-04-2021
Indonesia,1641194,4402.0,44594,94.0,1496126,3804.0,100474,0.0,5949,162.0,14285614,51781,275885475,Asia,25-04-2021
Czechia,1619394,1304.0,29000,49.0,1541741,92.0,48653,742.0,150989,2704.0,17010127,1585988,10725253,Europe,25-04-2021
South Africa,1575471,1101.0,54148,23.0,1501185,825.0,20138,546.0,26293,904.0,10530979,175754,59918854,Africa,25-04-2021
Netherlands,1461137,8013.0,17049,11.0,1219171,7540.0,224917,835.0,85118,993.0,12274847,715071,17165921,Europe,25-04-2021
Canada,1178987,6983.0,23965,38.0,1068792,7086.0,86230,1355.0,31016,630.0,30809196,810501,38012553,North America,25-04-2021
Chile,1169536,6725.0,25856,114.0,1099918,6984.0,43762,3353.0,60754,1343.0,12777259,663744,19250293,South America,25-04-2021
Romania,1046264,1542.0,27394,127.0,972476,3730.0,46394,1358.0,54686,1432.0,8110760,423930,19132310,Europe,25-04-2021
Iraq,1031322,6034.0,15257,40.0,905301,7335.0,110764,526.0,25181,373.0,9116609,222594,40956178,Asia,25-04-2021
Philippines,997499,8138.0,16783,109.0,903619,20463.0,77097,750.0,9005,152.0,11517226,103973,110770872,Asia,25-04-2021
Belgium,972041,3934.0,23990,36.0,825136,6270.0,122915,901.0,83574,2063.0,12253776,1053554,11630900,Europe,25-04-2021
Sweden,938343,0.0,13923,0.0,772336,12666.0,152084,403.0,92441,1372.0,8482276,835629,10150767,Europe,25-04-2021
Israel,838024,50.0,6352,2.0,829983,172.0,1689,146.0,91113,691.0,14058462,1528494,9197590,Asia,25-04-2021
Portugal,834442,478.0,16965,6.0,792685,308.0,24792,98.0,82031,1668.0,10226293,1005306,10172322,Europe,25-04-2021
Pakistan,795627,5611.0,17117,118.0,689812,3324.0,88698,4826.0,3546,76.0,11538771,51424,224383023,Asia,25-04-2021
Hungary,769518,2328.0,26625,205.0,482207,3884.0,260686,790.0,79824,2762.0,5280600,547767,9640233,Europe,25-04-2021
Bangladesh,745322,2922.0,11053,101.0,657452,4301.0,76817,0.0,4489,67.0,5345501,32196,166029511,Asia,25-04-2021
Jordan,702154,1731.0,8615,52.0,668337,3565.0,25202,729.0,68264,838.0,6610353,642664,10285867,Asia,25-04-2021
Serbia,679667,1695.0,6227,31.0,619577,4366.0,53863,202.0,78046,715.0,3775363,433527,8708494,Europe,25-04-2021
Switzerland,646509,0.0,10582,4.0,580353,1361.0,55574,238.0,74257,1215.0,6723694,772273,8706366,Europe,25-04-2021
Austria,608979,2025.0,10087,17.0,573155,2471.0,25737,522.0,67302,1115.0,30688612,3391594,9048433,Europe,25-04-2021
Japan,562141,5439.0,9913,59.0,501609,3367.0,50619,864.0,4456,79.0,11426388,90571,126158866,Asia,25-04-2021
Lebanon,520939,1324.0,7142,24.0,445163,0.0,68634,641.0,76605,1050.0,3919971,576436,6800362,Asia,25-04-2021
UAE,510738,1813.0,1571,2.0,492109,1652.0,17058,0.0,51136,157.0,43116566,4316867,9987929,Asia,25-04-2021
Morocco,509363,326.0,8992,4.0,495262,390.0,5109,233.0,13668,241.0,6221767,166948,37267647,Africa,25-04-2021
Saudi Arabia,412216,953.0,6900,13.0,395557,1028.0,9759,1246.0,11692,196.0,16586438,470460,35255779,Asia,25-04-2021
Bulgaria,397500,400.0,15907,48.0,324943,557.0,56650,746.0,57563,2304.0,2447180,354382,6905483,Europe,25-04-2021
Malaysia,392942,2690.0,1436,10.0,367753,1853.0,23753,283.0,12015,44.0,9066170,277216,32704349,Asia,25-04-2021
Slovakia,379911,435.0,11495,37.0,255300,0.0,113116,357.0,69558,2105.0,2578835,472158,5461809,Europe,25-04-2021
Ecuador,373362,608.0,18177,19.0,318598,9057.0,36587,636.0,20903,1018.0,1259992,70543,17861448,South America,25-04-2021
Panama,362967,271.0,6209,2.0,352833,310.0,3925,105.0,83056,1421.0,2353895,538633,4370124,North America,25-04-2021
Belarus,352950,1276.0,2493,10.0,343557,1455.0,6900,0.0,37362,264.0,5778401,611680,9446776,Europe,25-04-2021
Greece,333129,1399.0,10007,57.0,291153,3931.0,31969,816.0,32089,964.0,7848074,755984,10381269,Europe,25-04-2021
Croatia,322626,1254.0,6854,39.0,300492,2282.0,15280,240.0,78988,1678.0,1759208,430705,4084481,Europe,25-04-2021
Azerbaijan,313006,1541.0,4371,29.0,279179,2245.0,29456,0.0,30645,428.0,3189536,312276,10213846,Asia,25-04-2021
Kazakhstan,306400,2830.0,3550,15.0,261647,1784.0,41203,221.0,16160,187.0,9828632,518387,18960017,Asia,25-04-2021
Georgia,303751,966.0,4025,18.0,285971,1222.0,13755,0.0,76264,1011.0,4059312,1019188,3982888,Asia,25-04-2021
Tunisia,300342,1770.0,10304,73.0,249146,1133.0,40892,515.0,25197,864.0,1279495,107344,11919608,Africa,25-04-2021
Nepal,300119,3032.0,3164,28.0,277573,450.0,19382,0.0,10152,107.0,2405017,81351,29563546,Asia,25-04-2021
Bolivia,297185,1293.0,12812,29.0,244881,802.0,39492,71.0,25179,1085.0,1108146,93888,11802898,South America,25-04-2021
Palestine,290972,713.0,3167,16.0,262602,1952.0,25203,151.0,55980,609.0,1714206,329796,5197780,Asia,25-04-2021
Paraguay,267082,1786.0,5900,98.0,219647,1962.0,41535,514.0,37074,819.0,1065362,147884,7204037,South America,25-04-2021
Kuwait,266949,1545.0,1516,5.0,250074,1441.0,15359,222.0,61764,351.0,2280865,527726,4322064,Asia,25-04-2021
Dominican Republic,264863,919.0,3454,3.0,221825,531.0,39584,177.0,24218,316.0,1393432,127408,10936759,North America,25-04-2021
Ethiopia,252279,1324.0,3551,20.0,192747,2734.0,55981,1010.0,2151,30.0,2550394,21747,117276184,Africa,25-04-2021
Moldova,249139,241.0,5730,21.0,237405,631.0,6004,222.0,61878,1423.0,968355,240509,4026274,Europe,25-04-2021
Denmark,247622,612.0,2475,1.0,235622,557.0,9525,40.0,42628,426.0,35279024,6073272,5808899,Europe,25-04-2021
Ireland,246633,429.0,4873,1.0,228455,564.0,13305,45.0,49497,978.0,4387769,880580,4982817,Europe,25-04-2021
Lithuania,241358,790.0,3850,7.0,217911,132.0,19597,192.0,89690,1431.0,2714675,1008785,2691034,Europe,25-04-2021
Costa Rica,240037,1277.0,3158,15.0,200721,313.0,36158,303.0,46771,615.0,932115,181624,5132123,North America,25-04-2021
Slovenia,237028,416.0,4208,5.0,222358,544.0,10462,157.0,114001,2024.0,1159199,557529,2079172,Europe,25-04-2021
Egypt,222523,953.0,13049,51.0,167024,567.0,42450,90.0,2142,126.0,2677262,25766,103905564,Africa,25-04-2021
Guatemala,221698,391.0,7410,15.0,196657,855.0,17631,5.0,12191,407.0,1222310,67214,18185379,North America,25-04-2021
Armenia,213288,410.0,4018,17.0,194080,720.0,15190,0.0,71868,1354.0,963225,324561,2967779,Asia,25-04-2021
Honduras,206381,685.0,5100,5.0,77539,8.0,123742,573.0,20570,508.0,604804,60282,10032987,North America,25-04-2021
Qatar,202201,705.0,428,10.0,181522,1548.0,20251,431.0,72014,152.0,1880180,669626,2807805,Asia,25-04-2021
Venezuela,191518,995.0,2047,19.0,173097,0.0,16374,293.0,6751,72.0,3359014,118401,28369855,South America,25-04-2021
Oman,188816,3538.0,1977,35.0,168770,3719.0,18069,272.0,36227,379.0,1550000,297387,5212070,Asia,25-04-2021
Uruguay,184865,2539.0,2326,43.0,154489,2820.0,28050,531.0,53067,668.0,1734515,497911,3483585,South America,25-04-2021
Libya,175286,534.0,2996,49.0,160643,530.0,11647,0.0,25230,431.0,945732,136125,6947507,Africa,25-04-2021
Bahrain,171370,1035.0,624,4.0,160089,891.0,10657,93.0,97959,357.0,4013356,2294117,1749412,Asia,25-04-2021
Nigeria,164719,35.0,2062,1.0,154926,239.0,7731,11.0,783,10.0,1870915,8897,210288757,Africa,25-04-2021
Kenya,156787,469.0,2622,19.0,106588,495.0,47577,207.0,2865,48.0,1645209,30058,54734238,Africa,25-04-2021
North Macedonia,150588,314.0,4677,27.0,129053,557.0,16858,124.0,72283,2245.0,709457,340544,2083304,Europe,25-04-2021
Myanmar,142712,8.0,3206,0.0,131930,5.0,7576,0.0,2609,59.0,2566064,46905,54708064,Asia,25-04-2021
Albania,130537,128.0,2378,6.0,105728,712.0,22431,18.0,45401,827.0,622711,216578,2875221,Europe,25-04-2021
Algeria,120922,186.0,3207,9.0,84299,132.0,33416,20.0,2718,72.0,230861,5188,44495819,Africa,25-04-2021
Estonia,120215,215.0,1143,6.0,107298,0.0,11774,59.0,90573,861.0,1262863,951477,1327266,Europe,25-04-2021
S. Korea,118887,644.0,1813,1.0,108475,694.0,8599,136.0,2317,35.0,8654791,168692,51305334,Asia,25-04-2021
Latvia,115316,361.0,2102,1.0,105254,700.0,7960,78.0,61698,1125.0,2215842,1185543,1869053,Europe,25-04-2021
Norway,110612,222.0,736,0.0,88952,0.0,20924,38.0,20274,135.0,5084200,931873,5455891,Europe,25-04-2021
Cuba,101503,1185.0,591,10.0,95095,1147.0,5817,66.0,8966,52.0,3517959,310748,11320949,North America,25-04-2021
Sri Lanka,101379,793.0,642,4.0,94311,156.0,6426,0.0,4718,30.0,2374627,110516,21486728,Asia,25-04-2021
Montenegro,96660,161.0,1465,2.0,92609,232.0,2586,69.0,153885,2332.0,369434,588148,628131,Europe,25-04-2021
Kyrgyzstan,93831,228.0,1582,4.0,88066,186.0,4183,25.0,14191,239.0,964218,145831,6611896,Asia,25-04-2021
Ghana,92166,185.0,777,0.0,89920,191.0,1469,8.0,2917,25.0,1063581,33657,31600505,Africa,25-04-2021
Zambia,91358,41.0,1246,1.0,89574,171.0,538,39.0,4859,66.0,1378946,73342,18801525,Africa,25-04-2021
Uzbekistan,89027,348.0,643,1.0,85764,228.0,2620,23.0,2629,19.0,1377915,40689,33864721,Asia,25-04-2021
Finland,85804,197.0,903,0.0,46000,0.0,38901,31.0,15466,163.0,4385992,790586,5547770,Europe,25-04-2021
Mozambique,69665,22.0,807,0.0,62501,49.0,6357,43.0,2179,25.0,512219,16024,31965636,Africa,25-04-2021
El Salvador,68468,0.0,2103,5.0,64405,0.0,1960,33.0,10513,323.0,902426,138558,6512982,North America,25-04-2021
Luxembourg,66318,311.0,790,0.0,62183,0.0,3345,30.0,104557,1246.0,2606391,4109238,634276,Europe,25-04-2021
Cyprus,62349,773.0,298,0.0,39061,0.0,22990,74.0,51335,245.0,4679556,3852929,1214545,Asia,25-04-2021
Singapore,61006,40.0,30,0.0,60662,33.0,314,1.0,10361,5.0,9278789,1575895,5887950,Asia,25-04-2021
Afghanistan,59021,174.0,2592,10.0,52489,97.0,3940,1124.0,1489,65.0,395439,9976,39640968,Asia,25-04-2021
Thailand,55460,2438.0,140,11.0,31113,547.0,24207,1.0,793,2.0,8124896,116164,69943398,Asia,25-04-2021
Namibia,47776,105.0,625,1.0,45558,224.0,1593,40.0,18530,242.0,381182,147838,2578374,Africa,25-04-2021
Ivory Coast,45852,32.0,282,1.0,45374,31.0,196,0.0,1704,10.0,573182,21301,26908743,Africa,25-04-2021
Jamaica,45004,137.0,760,4.0,20519,128.0,23725,32.0,15144,256.0,324603,109230,2971744,North America,25-04-2021
Uganda,41655,80.0,341,0.0,40898,0.0,416,24.0,888,7.0,1006723,21460,46910883,Africa,25-04-2021
Senegal,40135,53.0,1102,3.0,38861,46.0,172,11.0,2347,64.0,473584,27692,17102030,Africa,25-04-2021
Zimbabwe,38086,22.0,1557,1.0,35123,22.0,1406,12.0,2532,104.0,405684,26975,15039342,Africa,25-04-2021
Madagascar,35746,484.0,599,6.0,28429,297.0,6718,384.0,1264,21.0,176625,6248,28268918,Africa,25-04-2021
Malawi,34016,5.0,1147,0.0,31908,9.0,961,6.0,1742,59.0,230514,11802,19531221,Africa,25-04-2021
Sudan,32862,50.0,2333,13.0,26635,74.0,3894,0.0,735,52.0,232965,5214,44681175,Africa,25-04-2021
Mongolia,30483,1264.0,78,4.0,15403,658.0,15002,64.0,9178,23.0,2643658,795968,3321311,Asia,25-04-2021
Malta,30174,25.0,413,1.0,29296,35.0,465,0.0,68189,933.0,858830,1940832,442506,Europe,25-04-2021
Australia,29666,8.0,910,0.0,28522,9.0,234,1.0,1152,35.0,16587579,644393,25741395,Australia/Oceania,25-04-2021
Maldives,27874,253.0,71,0.0,24309,75.0,3494,90.0,50837,129.0,708923,1292952,548298,Asia,25-04-2021
