Country,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,New_Recovered,Active_Cases,Serious_Critical,Tot_Cases/1M_pop,Deaths/1M_pop,Total_Tests,Tests/1M_pop,Population,Region,Day
Afghanistan,59576,206.0,2618,7.0,52974,180.0,3984,1124.0,1503,66.0,400412,10100,39645770,Asia,28-04-2021
Namibia,48177,166.0,638,4.0,45909,169.0,1630,42.0,18683,247.0,384768,149214,2578625,Africa,28-04-2021
Ivory Coast,45943,58.0,286,1.0,45469,18.0,188,0.0,1707,11.0,590207,21931,26912323,Africa,28-04-2021
Jamaica,45292,80.0,770,3.0,20842,113.0,23680,30.0,15241,259.0,328453,110523,2971815,North America,28-04-2021
Uganda,41766,29.0,341,0.0,40898,0.0,527,24.0,890,7.0,1010071,21528,46918815,Africa,28-04-2021
Senegal,40249,56.0,1107,1.0,38991,38.0,151,10.0,2353,65.0,476889,27881,17104449,Africa,28-04-2021
Zimbabwe,38191,27.0,1565,0.0,35517,37.0,1109,12.0,2539,104.0,411559,27363,15040525,Africa,28-04-2021
Madagascar,36510,320.0,631,17.0,30070,700.0,5809,398.0,1291,22.0,179776,6359,28272820,Africa,28-04-2021
Malawi,34052,5.0,1147,0.0,31972,19.0,933,6.0,1743,59.0,231473,11850,19533931,Africa,28-04-2021
Mongolia,33608,1171.0,97,9.0,18033,490.0,15478,103.0,10118,29.0,2674256,805111,3321600,Asia,28-04-2021
Malta,30249,15.0,413,0.0,29462,41.0,374,0.0,68357,933.0,863481,1951317,442512,Europe,28-04-2021
DRC,29768,67.0,763,3.0,26172,16.0,2833,0.0,324,8.0,148280,1616,91782527,Africa,28-04-2021
Australia,29749,24.0,910,0.0,28583,25.0,256,1.0,1156,35.0,16746095,650510,25743012,Australia/Oceania,28-04-2021
Maldives,29052,464.0,72,1.0,24575,76.0,4405,90.0,52981,131.0,719412,1311958,548350,Asia,28-04-2021
Angola,26168,226.0,591,4.0,23584,243.0,1993,24.0,776,18.0,462632,13728,33700014,Africa,28-04-2021
Rwanda,24888,74.0,332,1.0,23175,86.0,1381,3.0,1883,25.0,1303996,98678,13214717,Africa,28-04-2021
Cabo Verde,23181,409.0,213,2.0,19958,243.0,3010,23.0,41324,380.0,145940,260165,560951,Africa,28-04-2021
Syria,22513,124.0,1572,13.0,16471,188.0,4470,0.0,1261,88.0,103566,5803,17848306,Asia,28-04-2021
Guinea,22087,41.0,141,0.0,19558,92.0,2388,24.0,1645,11.0,429191,31972,13423762,Africa,28-04-2021
Mayotte,20055,206.0,170,1.0,2964,0.0,16921,6.0,72089,611.0,168628,606144,278198,Africa,28-04-2021
French Guiana,19264,165.0,100,0.0,9995,0.0,9169,20.0,63159,328.0,213547,700133,305009,South America,28-04-2021
French Polynesia,18746,2.0,141,0.0,4842,0.0,13763,3.0,66417,500.0,26355,93376,282245,Australia/Oceania,28-04-2021
Eswatini,18452,4.0,671,0.0,17743,2.0,38,3.0,15770,573.0,185530,158567,1170040,Africa,28-04-2021
Mauritania,18346,32.0,455,0.0,17632,12.0,259,14.0,3863,96.0,231760,48797,4749520,Africa,28-04-2021
Guadeloupe,14555,886.0,198,13.0,2242,0.0,12115,18.0,36371,495.0,180000,449798,400180,North America,28-04-2021
Mali,13780,58.0,477,1.0,8358,45.0,4945,0.0,665,23.0,252512,12183,20726947,Africa,28-04-2021
Burkina Faso,13286,19.0,157,1.0,13000,35.0,129,0.0,622,7.0,178827,8368,21371404,Africa,28-04-2021
Andorra,13148,27.0,125,1.0,12590,29.0,433,24.0,169943,1616.0,193595,2502294,77367,Europe,28-04-2021
Guyana,12963,137.0,293,2.0,11070,126.0,1600,13.0,16416,371.0,120028,151996,789678,South America,28-04-2021
Togo,12898,14.0,122,0.0,10949,22.0,1827,0.0,1529,14.0,308615,36577,8437444,Africa,28-04-2021
Belize,12639,8.0,323,1.0,12198,5.0,118,1.0,31320,800.0,116406,288459,403545,North America,28-04-2021
Cambodia,11761,698.0,88,6.0,4698,994.0,6975,0.0,696,5.0,878976,51983,16908946,Asia,28-04-2021
Hong Kong,11756,7.0,209,0.0,11392,13.0,155,3.0,1558,28.0,11193673,1483190,7547024,Asia,28-04-2021
Djibouti,10986,55.0,142,0.0,10570,60.0,274,0.0,10988,142.0,148675,148706,999794,Africa,28-04-2021
Papua New Guinea,10915,80.0,107,2.0,8773,212.0,2035,0.0,1201,12.0,86619,9533,9085908,Australia/Oceania,28-04-2021
Aruba,10585,15.0,98,0.0,10298,53.0,189,14.0,98797,915.0,146889,1371013,107139,North America,28-04-2021
Bahamas,10349,129.0,198,0.0,9421,95.0,730,4.0,26112,500.0,86130,217317,396334,North America,28-04-2021
Suriname,10218,61.0,201,0.0,9249,56.0,768,21.0,17291,340.0,50072,84731,590955,South America,28-04-2021
Trinidad and Tobago,10170,223.0,163,2.0,8351,70.0,1656,8.0,7248,116.0,129781,92488,1403223,North America,28-04-2021
Benin,7821,101.0,99,2.0,7580,70.0,142,35.0,632,8.0,590214,47665,12382667,Africa,28-04-2021
Iceland,6456,9.0,29,0.0,6244,4.0,183,4.0,18819,85.0,593603,1730288,343066,Europe,28-04-2021
Yemen,6263,43.0,1216,9.0,2700,26.0,2347,23.0,206,40.0,23855,786,30363617,Asia,28-04-2021
Gambia,5885,3.0,174,0.0,5329,20.0,382,3.0,2381,70.0,67117,27150,2472103,Africa,28-04-2021
Niger,5224,4.0,191,0.0,4847,4.0,186,18.0,210,8.0,98294,3944,24919746,Africa,28-04-2021
San Marino,5059,1.0,90,0.0,4897,11.0,72,4.0,148838,2648.0,60733,1786790,33990,Europe,28-04-2021
Chad,4789,10.0,170,0.0,4408,2.0,211,0.0,285,10.0,113301,6740,16810617,Africa,28-04-2021
Gibraltar,4283,0.0,94,0.0,4185,2.0,4,1.0,127156,2791.0,232780,6910905,33683,Europe,28-04-2021
Sierra Leone,4049,3.0,79,0.0,3058,13.0,912,0.0,499,10.0,119155,14693,8109843,Africa,28-04-2021
Barbados,3831,3.0,44,0.0,3750,4.0,37,0.0,13318,153.0,152399,529779,287665,North America,28-04-2021
Eritrea,3659,19.0,10,0.0,3492,37.0,157,0.0,1020,3.0,23693,6606,3586722,Africa,28-04-2021
Liechtenstein,2908,5.0,57,0.0,2774,8.0,77,6.0,76090,1491.0,32252,843896,38218,Europe,28-04-2021
New Zealand,2610,1.0,26,0.0,2557,10.0,27,0.0,522,5.0,2008199,401471,5002100,Australia/Oceania,28-04-2021
Monaco,2447,5.0,32,0.0,2342,4.0,73,2.0,61995,811.0,51953,1316232,39471,Europe,28-04-2021
Turks and Caicos,2384,5.0,17,0.0,2342,14.0,25,2.0,60899,434.0,53267,1360692,39147,North America,28-04-2021
Bermuda,2374,12.0,24,0.0,1768,31.0,582,28.0,38236,387.0,237533,3825747,62088,North America,28-04-2021
Sint Maarten,2226,6.0,27,0.0,2184,3.0,15,1.0,51437,624.0,26359,609090,43276,North America,28-04-2021
Timor-Leste,2124,76.0,3,0.0,1020,48.0,1101,0.0,1586,2.0,66785,49876,1339022,Asia,28-04-2021
Liberia,2099,1.0,85,0.0,1949,7.0,65,2.0,407,16.0,95315,18490,5154920,Africa,28-04-2021
St. Vincent Grenadines,1850,6.0,11,0.0,1711,0.0,128,2.0,16632,99.0,44894,403614,111230,North America,28-04-2021
Saint Martin,1745,25.0,12,0.0,1399,0.0,334,7.0,44507,306.0,27588,703650,39207,North America,28-04-2021
Mauritius,1207,1.0,17,0.0,1068,13.0,122,0.0,948,13.0,358675,281643,1273508,Africa,28-04-2021
Bhutan,1059,6.0,1,0.0,961,10.0,97,0.0,1360,1.0,698560,897210,778591,Asia,28-04-2021
Brunei ,224,1.0,3,0.0,215,3.0,6,0.0,508,7.0,120301,272838,440924,Asia,28-04-2021
China,90642,20.0,4636,0.0,85682,13.0,324,3.0,63,3.0,160000000,111163,1439323776,Asia,29-04-2021
USA,33044068,59269.0,589271,902.0,25641574,56827.0,6813223,9751.0,99347,1772.0,445062683,1338086,332611450,North America,29-04-2021
India,18754984,386888.0,208313,3501.0,15373765,295489.0,3172906,8944.0,13481,150.0,284471979,204474,1391234758,Asia,29-04-2021
Brazil,14592886,69079.0,401417,3074.0,13152118,60404.0,1039351,8318.0,68251,1877.0,43818216,204939,213811266,South America,29-04-2021
France,5592390,26538.0,104238,313.0,4498598,28008.0,989554,5804.0,85519,1594.0,75604728,1156153,65393368,Europe,29-04-2021
Russia,4796557,9284.0,109731,364.0,4419540,8442.0,267286,2300.0,32856,752.0,128800000,882274,145986418,Europe,29-04-2021
Turkey,4788700,37674.0,39737,339.0,4255714,43253.0,493249,3581.0,56278,467.0,46996712,552318,85090011,Asia,29-04-2021
UK,4414242,2445.0,127502,22.0,4210343,4016.0,76397,208.0,64742,1870.0,155072706,2274405,68181646,Europe,29-04-2021
Italy,4009207,14319.0,120544,288.0,3449955,18088.0,438708,2640.0,66391,1996.0,58240981,964447,60387966,Europe,29-04-2021
Spain,3514942,10143.0,78080,137.0,3192970,0.0,243892,2320.0,75154,1669.0,46199597,987808,46769814,Europe,29-04-2021
Germany,3379387,27913.0,83338,320.0,2975200,21200.0,320849,5049.0,40228,992.0,55490413,660552,84006186,Europe,29-04-2021
Argentina,2954943,26053.0,63508,561.0,2608077,25913.0,283358,5317.0,64888,1395.0,11064135,242959,45539136,South America,29-04-2021
Colombia,2841934,17308.0,73230,505.0,2650643,17944.0,118061,6006.0,55364,1427.0,14715576,286676,51331673,South America,29-04-2021
Poland,2785346,8420.0,67073,541.0,2483780,9806.0,234493,2895.0,73663,1774.0,14259976,377127,37812179,Europe,29-04-2021
Iran,2479805,19899.0,71351,385.0,1938064,14983.0,470390,5367.0,29215,841.0,15693870,184891,84881872,Asia,29-04-2021
Mexico,2336944,3818.0,215918,371.0,1858844,2301.0,262182,4798.0,17969,1660.0,6589963,50671,130053749,North America,29-04-2021
Ukraine,2059465,11627.0,43778,387.0,1635333,18442.0,380354,177.0,47327,1006.0,9335892,214543,43515195,Europe,29-04-2021
Peru,1791998,8659.0,61101,359.0,1688091,0.0,42806,2679.0,53731,1832.0,11096385,332711,33351471,South America,29-04-2021
Indonesia,1662868,5833.0,45334,218.0,1517432,6015.0,100102,0.0,6027,164.0,14563216,52781,275917066,Asia,29-04-2021
Czechia,1628546,2488.0,29262,64.0,1554846,214.0,44438,622.0,151839,2728.0,17890535,1668042,10725469,Europe,29-04-2021
South Africa,1579536,1086.0,54331,46.0,1504426,815.0,20779,546.0,26358,907.0,10625030,177299,59927026,Africa,29-04-2021
Netherlands,1488594,7271.0,17126,22.0,1247879,5817.0,223589,810.0,86716,998.0,12274847,715053,17166334,Europe,29-04-2021
Canada,1211083,8346.0,24169,52.0,1103462,8196.0,83452,1422.0,31857,636.0,31325175,823996,38016166,North America,29-04-2021
Chile,1190991,6720.0,26247,174.0,1125761,5620.0,38983,3396.0,61863,1363.0,12979820,674203,19252084,South America,29-04-2021
Iraq,1058794,6926.0,15433,41.0,934935,7360.0,108426,551.0,25846,377.0,9292052,226823,40966067,Asia,29-04-2021
Romania,1053629,1850.0,27971,138.0,985827,2787.0,39831,1295.0,55075,1462.0,8225496,429958,19130916,Europe,29-04-2021
Philippines,1028712,8250.0,17145,114.0,942175,6572.0,69392,750.0,9286,155.0,11731301,105891,110786813,Asia,29-04-2021
Belgium,982959,3925.0,24140,36.0,848832,2140.0,109987,892.0,84509,2075.0,12420691,1067854,11631450,Europe,29-04-2021
Sweden,973604,5937.0,14015,0.0,790875,8437.0,168714,392.0,95908,1381.0,8482276,835573,10151454,Europe,29-04-2021
Israel,838407,84.0,6362,1.0,830530,159.0,1515,114.0,91155,692.0,14200104,1543894,9197590,Asia,29-04-2021
Portugal,836033,470.0,16974,1.0,795326,545.0,23733,89.0,82190,1669.0,10462333,1028542,10171999,Europe,29-04-2021
Pakistan,815711,5480.0,17680,150.0,708193,3699.0,89838,5263.0,3635,79.0,11739027,52306,224429976,Asia,29-04-2021
Hungary,776983,2584.0,27358,186.0,503697,6613.0,245928,662.0,80600,2838.0,5349792,554960,9639966,Europe,29-04-2021
Bangladesh,756955,2341.0,11393,88.0,677101,4782.0,68461,0.0,4559,69.0,5448658,32814,166047429,Asia,29-04-2021
Jordan,709817,1552.0,8801,47.0,680907,2732.0,20109,729.0,69002,856.0,6685507,649900,10286973,Asia,29-04-2021
Serbia,687944,2007.0,6337,25.0,633164,3032.0,48443,171.0,79000,728.0,3828544,439653,8708111,Europe,29-04-2021
Switzerland,658143,2066.0,10625,8.0,588162,1915.0,59356,242.0,75587,1220.0,6878392,789979,8707056,Europe,29-04-2021
Austria,616739,2229.0,10179,27.0,582575,2245.0,23985,496.0,68156,1125.0,31589724,3490965,9048994,Europe,29-04-2021
Japan,581041,5848.0,10107,52.0,515560,3491.0,55374,951.0,4606,80.0,11702186,92761,126154653,Asia,29-04-2021
Lebanon,525577,1336.0,7249,25.0,457758,2643.0,60570,573.0,77290,1066.0,3982661,585683,6800030,Asia,29-04-2021
UAE,518262,1961.0,1584,4.0,498943,1803.0,17735,0.0,51882,159.0,43904822,4395214,9989235,Asia,29-04-2021
Morocco,510886,421.0,9020,5.0,497105,522.0,4761,207.0,13707,242.0,6253093,167767,37272427,Africa,29-04-2021
Saudi Arabia,416307,1026.0,6946,11.0,399509,1055.0,9852,1312.0,11806,197.0,16838619,477533,35261708,Asia,29-04-2021
Malaysia,404925,3332.0,1492,15.0,375340,1943.0,28093,309.0,12380,46.0,9333787,285359,32708881,Asia,29-04-2021
Bulgaria,403728,1237.0,16368,90.0,338312,2881.0,49048,682.0,58470,2370.0,2509499,363437,6904914,Europe,29-04-2021
Slovakia,381744,564.0,11647,36.0,362339,804.0,7758,327.0,69893,2132.0,2611807,478192,5461838,Europe,29-04-2021
Ecuador,380689,3027.0,18552,82.0,318598,0.0,43539,620.0,21310,1038.0,1281437,71731,17864378,South America,29-04-2021
Panama,364218,323.0,6227,5.0,354094,320.0,3897,105.0,83329,1425.0,2384632,545574,4370867,North America,29-04-2021
Belarus,357233,1309.0,2532,10.0,347554,1406.0,7147,0.0,37815,268.0,5832409,617399,9446742,Europe,29-04-2021
Greece,342908,2415.0,10315,73.0,303202,2348.0,29391,817.0,33033,994.0,8079691,778337,10380715,Europe,29-04-2021
Croatia,330176,2439.0,7040,39.0,308258,2126.0,14878,245.0,80842,1724.0,1794905,439475,4084206,Europe,29-04-2021
Azerbaijan,317913,1392.0,4490,29.0,287298,2274.0,26125,0.0,31123,440.0,3229867,316193,10214844,Asia,29-04-2021
Nepal,317530,4831.0,3246,35.0,280167,888.0,34117,0.0,10739,110.0,2458565,83146,29569281,Asia,29-04-2021
Kazakhstan,316965,2883.0,3638,17.0,271289,2850.0,42038,221.0,16715,192.0,10128374,534127,18962471,Asia,29-04-2021
Georgia,308834,1433.0,4095,18.0,289976,1160.0,14763,0.0,77542,1028.0,4156422,1043592,3982805,Asia,29-04-2021
Tunisia,307215,1902.0,10641,78.0,258190,2320.0,38384,519.0,25771,893.0,1305372,109502,11920959,Africa,29-04-2021
Bolivia,301831,1573.0,12920,35.0,249103,1142.0,39808,71.0,25569,1094.0,1143872,96900,11804639,South America,29-04-2021
Palestine,295601,1051.0,3231,25.0,271233,3179.0,21137,147.0,56856,621.0,1741234,334912,5199079,Asia,29-04-2021
Paraguay,276865,2695.0,6302,106.0,227540,1981.0,43023,526.0,38427,875.0,1090897,151408,7204995,South America,29-04-2021
Kuwait,272562,1417.0,1554,8.0,255817,1394.0,15191,222.0,63053,359.0,2316838,535963,4322754,Asia,29-04-2021
Dominican Republic,266214,395.0,3471,4.0,224746,1274.0,37997,198.0,24339,317.0,1402391,128213,10937947,North America,29-04-2021
Ethiopia,256418,1130.0,3658,19.0,197916,1492.0,54844,945.0,2186,31.0,2574544,21947,117307400,Africa,29-04-2021
Denmark,250554,769.0,2483,2.0,237757,0.0,10314,30.0,43131,427.0,37198239,6403420,5809121,Europe,29-04-2021
Moldova,250508,370.0,5795,15.0,239399,473.0,5314,207.0,62220,1439.0,985075,244668,4026172,Europe,29-04-2021
Costa Rica,248382,2781.0,3217,15.0,202593,378.0,42572,372.0,48393,627.0,974477,189859,5132631,North America,29-04-2021
Ireland,248326,469.0,4899,3.0,230548,354.0,12879,44.0,49830,983.0,4472564,897489,4983419,Europe,29-04-2021
Lithuania,245963,1394.0,3917,14.0,221576,1011.0,20470,225.0,91415,1456.0,2778621,1032706,2690622,Europe,29-04-2021
Slovenia,239343,918.0,4243,7.0,225792,885.0,9308,157.0,115114,2041.0,1170150,562795,2079175,Europe,29-04-2021
Egypt,226531,1003.0,13278,59.0,170008,700.0,43245,90.0,2180,128.0,2715258,26127,103926690,Africa,29-04-2021
Guatemala,226247,1626.0,7500,22.0,201621,1380.0,17126,5.0,12439,412.0,1251067,68781,18189006,North America,29-04-2021
Armenia,215528,656.0,4087,16.0,197171,882.0,14270,0.0,72621,1377.0,979060,329890,2967840,Asia,29-04-2021
Honduras,209490,1134.0,5223,11.0,78140,13.0,126127,596.0,20877,520.0,616475,61434,10034710,North America,29-04-2021
Qatar,204976,687.0,450,5.0,187951,1633.0,16575,377.0,73002,160.0,1899091,676361,2807805,Asia,29-04-2021
Bosnia and Herzegovina,197866,488.0,8512,48.0,158641,481.0,30713,0.0,60624,2608.0,903942,276956,3263842,Europe,29-04-2021
Venezuela,196386,1427.0,2117,18.0,178072,990.0,16197,317.0,6923,75.0,3359014,118404,28368978,South America,29-04-2021
Uruguay,195734,2707.0,2563,66.0,164965,2558.0,28206,549.0,56185,736.0,1789328,513626,3483716,South America,29-04-2021
Oman,193253,927.0,2010,9.0,173123,1275.0,18120,275.0,37068,386.0,1550000,297305,5213493,Asia,29-04-2021
Libya,177072,371.0,3023,4.0,162672,484.0,11377,0.0,25483,435.0,956081,137595,6948528,Africa,29-04-2021
Bahrain,175752,1093.0,639,7.0,164904,967.0,10209,101.0,100426,365.0,4079066,2330812,1750062,Asia,29-04-2021
Nigeria,165055,62.0,2063,0.0,155041,20.0,7951,11.0,785,10.0,1912628,9093,210344764,Africa,29-04-2021
Kenya,158821,495.0,2707,19.0,108124,242.0,47990,191.0,2901,49.0,1664435,30402,54747213,Africa,29-04-2021
North Macedonia,152002,433.0,4818,46.0,132171,641.0,15013,124.0,72962,2313.0,718626,344946,2083303,Europe,29-04-2021
Myanmar,142800,10.0,3209,0.0,131958,3.0,7633,0.0,2610,59.0,2574773,47060,54712043,Asia,29-04-2021
Albania,130977,118.0,2389,3.0,108606,719.0,19982,18.0,45554,831.0,630881,219423,2875187,Europe,29-04-2021
Algeria,121866,286.0,3244,10.0,84940,195.0,33682,20.0,2738,73.0,230861,5187,44504484,Africa,29-04-2021
Estonia,121657,425.0,1158,10.0,110599,739.0,9900,57.0,91659,872.0,1278977,963610,1327276,Europe,29-04-2021
S. Korea,121351,678.0,1825,4.0,110787,539.0,8739,157.0,2365,36.0,8805779,171633,51305815,Asia,29-04-2021
Latvia,117795,696.0,2125,7.0,107069,716.0,8601,84.0,63032,1137.0,2275973,1217862,1868826,Europe,29-04-2021
Norway,112541,385.0,754,1.0,88952,0.0,22835,40.0,20626,138.0,5191656,951488,5456354,Europe,29-04-2021
Sri Lanka,106484,1531.0,661,0.0,95445,362.0,10378,0.0,4956,31.0,2538334,118130,21487707,Asia,29-04-2021
Cuba,105661,1149.0,632,18.0,99630,1094.0,5399,73.0,9333,56.0,3586214,316779,11320874,North America,29-04-2021
Montenegro,97257,177.0,1492,7.0,93369,181.0,2396,69.0,154835,2375.0,374389,596036,628132,Europe,29-04-2021
Kyrgyzstan,94944,345.0,1598,6.0,88923,265.0,4423,25.0,14357,242.0,983614,148738,6613074,Asia,29-04-2021
Ghana,92562,49.0,779,0.0,90196,45.0,1587,8.0,2928,25.0,1075602,34030,31607608,Africa,29-04-2021
Zambia,91533,49.0,1250,1.0,89852,109.0,431,45.0,4867,66.0,1394900,74169,18807174,Africa,29-04-2021
Uzbekistan,90406,398.0,647,1.0,86774,325.0,2985,23.0,2669,19.0,1377915,40682,33870024,Asia,29-04-2021
Finland,86613,208.0,913,2.0,46000,0.0,39700,34.0,15612,165.0,4457773,803512,5547864,Europe,29-04-2021
Cameroon,72250,6252.0,1107,116.0,64572,6751.0,6571,385.0,2667,41.0,1257949,46436,27089708,Africa,29-04-2021
Mozambique,69864,60.0,814,0.0,64541,0.0,4509,43.0,2185,25.0,517018,16169,31975243,Africa,29-04-2021
El Salvador,69198,137.0,2120,3.0,64876,110.0,2202,31.0,10624,325.0,914674,140431,6513339,North America,29-04-2021
Luxembourg,67045,219.0,794,2.0,63448,273.0,2803,30.0,105685,1252.0,2652698,4181507,634388,Europe,29-04-2021
Cyprus,65233,668.0,308,2.0,39061,0.0,25864,75.0,53706,254.0,4851170,3993916,1214640,Asia,29-04-2021
Thailand,63570,1871.0,188,10.0,35394,992.0,27988,786.0,909,3.0,8124896,116161,69945307,Asia,29-04-2021
Afghanistan,59745,169.0,2625,7.0,53103,129.0,4017,1124.0,1507,66.0,401964,10138,39650573,Asia,29-04-2021
Botswana,46934,334.0,712,10.0,44960,220.0,1262,1.0,19631,298.0,999041,417873,2390778,Africa,29-04-2021
Ivory Coast,45998,55.0,286,0.0,45498,29.0,214,0.0,1709,11.0,590207,21928,26915903,Africa,29-04-2021
Jamaica,45414,122.0,770,0.0,20945,103.0,23699,26.0,15281,259.0,329778,110966,2971885,North America,29-04-2021
Uganda,41797,31.0,342,1.0,41422,524.0,33,24.0,891,7.0,1012558,21577,46926747,Africa,29-04-2021
Senegal,40295,46.0,1107,0.0,39021,30.0,167,11.0,2355,65.0,478198,27954,17106869,Africa,29-04-2021
Zimbabwe,38235,44.0,1567,2.0,35594,77.0,1074,12.0,2542,104.0,413743,27506,15041707,Africa,29-04-2021
Madagascar,36696,186.0,637,6.0,31013,943.0,5046,493.0,1298,23.0,181638,6424,28276723,Africa,29-04-2021
Mongolia,34623,1015.0,102,5.0,18719,686.0,15802,109.0,10423,31.0,2687035,808888,3321888,Asia,29-04-2021
Malawi,34062,10.0,1148,1.0,32023,51.0,891,12.0,1743,59.0,231856,11868,19536641,Africa,29-04-2021
Malta,30276,27.0,413,0.0,29493,31.0,370,0.0,68417,933.0,865521,1955896,442519,Europe,29-04-2021
DRC,29812,44.0,763,0.0,26206,34.0,2843,0.0,325,8.0,148569,1618,91797473,Africa,29-04-2021
Australia,29779,30.0,910,0.0,28593,10.0,276,1.0,1157,35.0,16771707,651464,25744628,Australia/Oceania,29-04-2021
Maldives,29370,318.0,73,1.0,24703,128.0,4594,90.0,53556,133.0,721968,1316494,548402,Asia,29-04-2021
Angola,26431,263.0,594,3.0,23606,22.0,2231,24.0,784,18.0,462632,13726,33705627,Africa,29-04-2021
Rwanda,24995,107.0,333,1.0,23206,31.0,1456,4.0,1891,25.0,1308622,99014,13216477,Africa,29-04-2021
Cabo Verde,23554,373.0,213,0.0,20257,299.0,3084,23.0,41987,380.0,149692,266838,560984,Africa,29-04-2021
Gabon,22818,250.0,138,0.0,19390,217.0,3290,21.0,10057,61.0,724597,319349,2268980,Africa,29-04-2021
Syria,22631,118.0,1583,11.0,16661,190.0,4387,0.0,1268,89.0,103566,5802,17850635,Asia,29-04-2021
Guinea,22215,128.0,144,3.0,19670,112.0,2401,24.0,1655,11.0,431897,32169,13425716,Africa,29-04-2021
French Guiana,19404,140.0,100,0.0,9995,0.0,9309,20.0,63609,328.0,214894,704453,305051,South America,29-04-2021
French Polynesia,18755,9.0,141,0.0,4842,0.0,13772,3.0,66447,500.0,26355,93373,282254,Australia/Oceania,29-04-2021
Eswatini,18458,6.0,671,0.0,17743,0.0,44,3.0,15775,573.0,186323,159236,1170105,Africa,29-04-2021
Mauritania,18377,31.0,455,0.0,17669,37.0,253,14.0,3869,96.0,232876,49025,4750190,Africa,29-04-2021
Mali,13815,35.0,481,4.0,8467,109.0,4867,0.0,666,23.0,253491,12228,20730147,Africa,29-04-2021
Burkina Faso,13309,23.0,157,0.0,13031,31.0,121,0.0,623,7.0,179192,8383,21374548,Africa,29-04-2021
Andorra,13198,50.0,125,0.0,12650,60.0,423,24.0,170587,1616.0,193595,2502262,77368,Europe,29-04-2021
Guyana,13106,143.0,295,2.0,11110,40.0,1701,16.0,16596,374.0,121268,153562,789699,South America,29-04-2021
Togo,12931,33.0,123,1.0,11045,96.0,1763,0.0,1532,15.0,309540,36682,8438507,Africa,29-04-2021
Belize,12646,7.0,323,0.0,12208,10.0,115,1.0,31334,800.0,117050,290026,403585,North America,29-04-2021
Cambodia,12641,880.0,91,3.0,4986,288.0,7564,0.0,748,5.0,878976,51979,16910210,Asia,29-04-2021
Curaçao,12181,35.0,108,1.0,11543,204.0,530,22.0,73981,656.0,94089,571449,164650,North America,29-04-2021
Hong Kong,11771,15.0,209,0.0,11404,12.0,158,3.0,1560,28.0,11193673,1483125,7547356,Asia,29-04-2021
Djibouti,11026,40.0,143,1.0,10646,76.0,237,0.0,11027,143.0,149095,149114,999872,Africa,29-04-2021
Papua New Guinea,10997,82.0,107,0.0,8943,170.0,1947,0.0,1210,12.0,93283,10266,9086836,Australia/Oceania,29-04-2021
Aruba,10608,23.0,98,0.0,10336,38.0,174,14.0,99009,915.0,147439,1376108,107142,North America,29-04-2021
Trinidad and Tobago,10498,328.0,165,2.0,8420,69.0,1913,8.0,7481,118.0,130598,93068,1403247,North America,29-04-2021
Suriname,10286,68.0,201,0.0,9289,40.0,796,22.0,17405,340.0,50421,85317,590984,South America,29-04-2021
Equatorial Guinea,7694,135.0,112,5.0,7279,182.0,303,7.0,5340,78.0,123169,85486,1440801,Africa,29-04-2021
Iceland,6466,10.0,29,0.0,6246,2.0,191,4.0,18847,85.0,598202,1743633,343078,Europe,29-04-2021
CAR,6411,52.0,88,1.0,5112,0.0,1211,2.0,1309,18.0,40907,8350,4899081,Africa,29-04-2021
Yemen,6294,31.0,1222,6.0,2731,31.0,2341,23.0,207,40.0,23855,786,30367215,Asia,29-04-2021
Gambia,5887,2.0,174,0.0,5341,12.0,372,3.0,2381,70.0,69080,27940,2472475,Africa,29-04-2021
Niger,5226,2.0,191,0.0,4851,4.0,184,18.0,210,8.0,98571,3955,24924563,Africa,29-04-2021
San Marino,5060,1.0,90,0.0,4909,12.0,61,4.0,148867,2648.0,60871,1790850,33990,Europe,29-04-2021
Chad,4810,21.0,170,0.0,4416,8.0,224,0.0,286,10.0,113578,6755,16813203,Africa,29-04-2021
Saint Lucia,4534,26.0,74,0.0,4357,7.0,103,0.0,24598,401.0,40123,217678,184323,North America,29-04-2021
Sierra Leone,4053,4.0,79,0.0,3075,17.0,899,0.0,500,10.0,119155,14691,8110732,Africa,29-04-2021
Barbados,3838,7.0,44,0.0,3759,9.0,35,0.0,13342,153.0,152716,530878,287667,North America,29-04-2021
Guinea-Bissau,3733,2.0,67,0.0,3300,33.0,366,9.0,1861,33.0,63342,31572,2006302,Africa,29-04-2021
Liechtenstein,2921,13.0,57,0.0,2781,7.0,83,6.0,76428,1491.0,39109,1023287,38219,Europe,29-04-2021
New Zealand,2613,3.0,26,0.0,2564,7.0,23,0.0,522,5.0,2013539,402539,5002100,Australia/Oceania,29-04-2021
Monaco,2452,5.0,32,0.0,2358,16.0,62,1.0,62120,811.0,51953,1316199,39472,Europe,29-04-2021
Turks and Caicos,2386,2.0,17,0.0,2342,0.0,27,1.0,60945,434.0,53832,1375019,39150,North America,29-04-2021
Bermuda,2382,8.0,27,3.0,1805,37.0,550,28.0,38366,435.0,238807,3846329,62087,North America,29-04-2021
Sint Maarten,2230,4.0,27,0.0,2187,3.0,16,1.0,51526,624.0,26359,609048,43279,North America,29-04-2021
Timor-Leste,2190,66.0,3,0.0,1067,47.0,1120,0.0,1635,2.0,66785,49871,1339160,Asia,29-04-2021
